index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/wirtschaft/2025-10/ottmar-edenhofer-klimaschaeden-klimafolgen-klimapolitik-weltpolitik,https://www.zeit.de/wirtschaft/2025-10/ottmar-edenhofer-klimaschaeden-klimafolgen-klimapolitik-weltpolitik,0,www.zeit.de,"Ottmar Edenhofer: ""Sollen wir jetzt etwa sagen, wir vergessen das Ganze?""","Bill Gates sagt, der Klimawandel ist nicht unser größtes Problem. Der Ökonom Ottmar Edenhofer widerspricht: Klimaschäden bleiben. Und erfordern eine effizientere Politik.",https://img.zeit.de/politik/ausland/2025-10/ottmar-edenhofer-klimaschaeden-klimafolgen-klimapolitik-weltpolitik-bild/wide__1300x731,2025-11-01T07:57:58Z,,"Der Wirtschaftsprofessor Ottmar Edenhofer, 64, ist Direktor und Chefökonom am Potsdam-Institut für Klimafolgenforschung (PIK). Zusammen mit Kollegen wurde der Experte für CO2-Preise schon zu den am m… [+390 chars]",,de,'Klimawandel'
https://taz.de/Hurrikan-Schadensersatz-Klimakrankheit/!6125839/,https://taz.de/Hurrikan-Schadensersatz-Klimakrankheit/!6125839/,0,taz.de,"Hurrikan, Schadensersatz, Klimakrankheit: Die drei wichtigsten Klima-News der Woche",Was Hurrikan Melissa mit dem Klimawandel zu tun hat. Forderung nach Schadensersatz für CO2-Ausstoß. Gesundheitliche Risiken dank Erderhitzung.,https://taz.de/picture/8031717/1200/00-QuadratMitTaz-1.jpeg,2025-11-01T08:55:00Z,,Was Hurrikan Melissa mit dem Klimawandel zu tun hat. Forderung nach Schadensersatz für CO2-Ausstoß. Gesundheitliche Risiken dank Erderhitzung. mehr...,,de,'Klimawandel'
https://www.faz.net/aktuell/politik/ausland/flut-in-valencia-der-spanische-staat-hat-vertrauen-verspielt-110759254.html,https://www.faz.net/aktuell/politik/ausland/flut-in-valencia-der-spanische-staat-hat-vertrauen-verspielt-110759254.html,0,www.faz.net,Flutkatastrophe vor einem Jahr: Der spanische Staat hat viel Vertrauen verspielt,"Es ist eine bittere Konsequenz: Die klimawandelbedingte Flutkatastrophe in Valencia begünstigt nun ausgerechnet eine Partei, die vom Klimawandel nichts wissen will.",https://media0.faz.net/ppmedia/w1200/aktuell/politik/ausland/2831577914/1.10709482/facebook_teaser/ds-fluesschen-poyo-in-paiporta.jpg.webp,2025-11-01T12:11:48Z,,Vor einem Jahr kamen bei einer Flutkatastrophe in Spanien insgesamt 237 Menschen ums Leben. Es war eine der schlimmsten Naturkatastrophen in der jüngsten Geschichte des Landes. Doch die gespaltenen S… [+383 chars],,de,'Klimawandel'
https://www.zeit.de/news/2025-11/01/freitag-ist-fertig-anbaden-im-november-bei-10-grad-celsius,https://www.zeit.de/news/2025-11/01/freitag-ist-fertig-anbaden-im-november-bei-10-grad-celsius,0,www.zeit.de,Freibad-Eröffnung: Freitag ist fertig - Anbaden im November bei 10 Grad Celsius,Hier finden Sie Informationen zu dem Thema „Freibad-Eröffnung“. Lesen Sie jetzt „Freibad ist fertig - Anbaden im November bei 10 Grad Celsius“.,https://img.zeit.de/news/2025-11/01/freitag-ist-fertig-anbaden-im-november-bei-10-grad-celsius-image-group/wide__1300x731,2025-11-01T12:23:24Z,,Ausgerechnet am 1. November ist ein neues Freibad im Kreis Nordfriesland in Betrieb genommen worden: Nach monatelangem Einsatz und unzähligen freiwilligen Arbeitsstunden ist das neue Freibad in Drels… [+1453 chars],,de,'Freibad'
https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/freibad-eroeffnung--freibad-ist-fertig---anbaden-im-november-bei-10-grad-celsius-36180672.html,https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/freibad-eroeffnung--freibad-ist-fertig---anbaden-im-november-bei-10-grad-celsius-36180672.html,0,www.stern.de,Freibad-Eröffnung: Freitag ist fertig - Anbaden im November bei 10 Grad Celsius,"Ein ganzes Dorf packt an, um ein marodes Freibad neu aufzubauen: Drelsdorf in Nordfriesland feiert sein neues Freibad mit einem öffentlichen Anbaden. Was das Projekt für die Dorfgemeinschaft bedeutet.",https://image.stern.de/36180674/t/F1/v2/w1440/r1.7778/-/01--3uublbv3skv8axs2048jpeg---628c272316ba280c.jpg,2025-11-01T12:23:24Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ein ganzes Dorf packt an, um ein marodes Freibad neu aufzubauen: Drelsdorf in Nordfriesland feiert sein neues Freibad mit einem öffentlichen Anba… [+1669 chars]",,de,'Freibad'
https://taz.de/Schwule-Bewegung-in-Ost-und-West/!6125906/,https://taz.de/Schwule-Bewegung-in-Ost-und-West/!6125906/,0,taz.de,"Schwule Bewegung in Ost und West: HIV, Repression und der Kampf um Sichtbarkeit",Wie lebte es sich als schwuler Mann in der Nachkriegszeit? Rainer Herrn und Detlef Mücke über schwule Geschichte im Schatten der Mauer.,https://taz.de/picture/8032191/1200/Illustration-klassisch.png,2025-11-01T13:47:00Z,,Wie lebte es sich als schwuler Mann in der Nachkriegszeit? Rainer Herrn und Detlef Mücke über schwule Geschichte im Schatten der Mauer. mehr...,,de,'Schatten'
https://www.tagesschau.de/ausland/amerika/usa-klimakonferenz-100.html,https://www.tagesschau.de/ausland/amerika/usa-klimakonferenz-100.html,0,www.tagesschau.de,USA schicken keine ranghohen Vertreter zur UN-Klimakonferenz,"US-Präsident Trump betont immer wieder, dass er den Klimawandel für ""Schwindel"" hält. Seine Haltung erkennt man auch im Umgang mit der UN-Klimakonferenz in Brasilien. Die USA entsenden keine hochrangige Delegation.",https://images.tagesschau.de/image/82a41ead-074e-4bcf-876b-c83614c911c6/AAABmkBjQ_c/AAABmgWmh8Q/16x9-big/klimagipfel-202.jpg?width=1280,2025-11-01T17:07:18Z,,"Stand: 01.11.2025 18:07 Uhr
US-Präsident Trump betont immer wieder, dass er den Klimawandel für ""Schwindel"" hält. Seine Haltung erkennt man auch im Umgang mit der UN-Klimakonferenz in Brasilien. Die… [+2141 chars]",,de,'Klimawandel'
https://www.tagesschau.de/ausland/amerika/usa-trump-vought-100.html,https://www.tagesschau.de/ausland/amerika/usa-trump-vought-100.html,0,www.tagesschau.de,Russel Vought - der Mann in Trumps Schatten,"Vieles von dem, was Trump verfügt, ist von Russel Vought vorgedacht worden - und wird von ihm vorangetrieben. Im Weißen Haus kontrolliert er die Finanzen und folgt dabei dem Project 2025. Kein Wunder: Er hat es mitverfasst. Von N. Barth.",https://images.tagesschau.de/image/613a41b7-330d-47a3-84e2-1b200efa861b/AAABmjU-9kM/AAABmgWmh8Q/16x9-big/russell-vought-donald-trump-100.jpg?width=1280,2025-11-01T19:07:22Z,,"Stand: 01.11.2025 20:07 Uhr
Vieles von dem, was Trump verfügt, ist von Russel Vought vorgedacht worden - und wird von ihm vorangetrieben. Im Weißen Haus kontrolliert er die Finanzen und folgt dabei … [+5559 chars]",,de,'Schatten'
https://www.zeit.de/news/2025-11/02/regenschirm-sonne-comeback-nebel-so-wird-das-wetter,https://www.zeit.de/news/2025-11/02/regenschirm-sonne-comeback-nebel-so-wird-das-wetter,0,www.zeit.de,"Wetter: Regenschirm, Sonne-Comeback, Nebel: So wird das Wetter","Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Regenschirm, Sonne-Comeback, Nebel: So wird das Wetter“.",https://img.zeit.de/news/2025-11/02/regenschirm-sonne-comeback-nebel-so-wird-das-wetter-image-group/wide__1300x731,2025-11-02T06:29:52Z,,"Wer zu Allerseelen einen Spaziergang etwa zum Friedhof plant, sollte sich wappnen: Nach Angaben des Deutschen Wetterdienstes (DWD) regnet es vor allem im Süden und Südosten Baden-Württembergs - teils… [+1109 chars]",,de,'Sonne'
https://www.stern.de/gesellschaft/regional/hessen/wetter--kaltfront-bringt-wolken--schauer-und-kurze-gewitter-36181670.html,https://www.stern.de/gesellschaft/regional/hessen/wetter--kaltfront-bringt-wolken--schauer-und-kurze-gewitter-36181670.html,0,www.stern.de,"Wetter: Kaltfront bringt Wolken, Schauer und kurze Gewitter",Offenbach (lhe) - Rückseitig einer Kaltfront stellt sich am Sonntag in Hessen wechselhaftes Schauerwetter ein. Im Tagesverlauf sind kurze Gewitter,https://image.stern.de/36181672/t/Mg/v1/w1440/r1.7778/-/02--ma7os65j33v6axs2048jpeg---dec8c84c16a79e9a.jpg,2025-11-02T08:36:06Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Eine Kaltfront sorgt für unbeständiges Wetter in Hessen. Im Süden können einzelne Gewitter auftreten. Die Temperaturen bleiben mild.
Rückseitig … [+1397 chars]",,de,'Gewitter'
